"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57","sample test","chromium","Wed Nov 06 15:16:19 GMT 2024","passed","Wed Nov 06 15:16:19 GMT 2024","","sample.test.ts","",""
